Times,BER,EbNo,Prop_Loss,Weather,Rain_Loss,EIRP,Range,Rcvd_Frequency,g_over_T,Bandwidth,Free_Space_Loss,Propagation_Delay,Rcvd_Iso_Power,C/No,Atmos Loss
68205.494075427,0.21166483070697323,-4.9413589637085735,177.53669741781215,Clouds,5.365730613872298,12.0,799.9982340522936,12.000174938747147,12.0,200.0,172.09318870911997,0.0026685068710177277,-165.54049782677936,15.058641036291426,0.07777809481987699
68206.0,0.21076531886546118,-4.907679423073769,177.5030342067586,Clouds,5.356310894640643,12.0,797.791876515833,12.0001741873985,12.0,200.0,172.06920033903555,0.0026611472544643966,-165.50681828614455,15.09232057692623,0.07752297308242062
68207.0,0.20899371967901204,-4.8414814187552455,177.4368688827512,Clouds,5.337948248936286,12.0,793.4589655607466,12.000172683719645,12.0,200.0,172.02189757772587,0.0026466942192413215,-165.44062028182606,15.158518581244756,0.07702305608906915
68208.0,0.20723102682073946,-4.775788030511849,177.37120871670658,Clouds,5.319927089273722,12.0,789.163930976062,12.000171155095982,12.0,200.0,171.97475269177204,0.002632367525990471,-165.37492689358263,15.22421196948815,0.07652893566083978
68209.0,0.20547780179653896,-4.710611721155292,177.30606617839538,Clouds,5.302248929670873,12.0,784.9074000457524,12.000169601206743,12.0,200.0,171.92777661477803,0.0026181692671059537,-165.3097505842261,15.289388278844708,0.07604063394649277
68210.0,0.20373461334822313,-4.645965230913114,177.2414540149292,Clouds,5.284915281091493,12.0,780.6900078983119,12.00016802173458,12.0,200.0,171.88098055958022,0.002604101561148386,-165.24510409398388,15.354034769086887,0.07555817425747734
68211.0,0.2020020371080839,-4.581861576045142,177.1773852493573,Clouds,5.267927646559862,12.0,776.5123975800965,12.000166416366485,12.0,200.0,171.83437602172287,0.002590166553089526,-165.1810004391159,15.418138423954858,0.07508158107455817
68212.0,0.2002806551339787,-4.518314043346015,177.11387317515812,Clouds,5.251287514930588,12.0,772.3752198983541,12.000164784794281,12.0,200.0,171.7879747801969,0.002576366413788682,-165.11745290641682,15.481685956653985,0.07461088003064978
68213.0,0.1985710554309003,-4.455336184453088,177.05093135053318,Clouds,5.234996354386652,12.0,768.279133292083,12.000163126715288,12.0,200.0,171.74178889825018,0.002562703339561941,-165.05447504752385,15.544663815546912,0.07414609789634376
68214.0,0.1968738314524886,-4.39294180967227,176.98857359221748,Clouds,5.219055605563,12.0,764.2248037148371,12.000161441833013,12.0,200.0,171.69583072408602,0.00254917955179125,-164.99208067274307,15.607058190327729,0.07368726256843386
68215.0,0.19518958151203764,-4.331144978693104,176.92681396618755,Clouds,5.203466673618793,12.0,760.2129043622805,12.000159729857483,12.0,200.0,171.65011288952894,0.002535797296015634,-164.93028384176392,15.668855021306896,0.07323440303983333
68216.0,0.1935189082890551,-4.269959994984671,176.86566678202792,Clouds,5.188230920972372,12.0,756.2441156862094,12.000157990506597,12.0,200.0,171.60464831165098,0.0025225588419779707,-164.86909885805545,15.73004000501533,0.07278754940457283
68217.0,0.19186241814312843,-4.209401393235854,176.80514658036984,Clouds,5.173349657988203,12.0,752.3191250109389,12.000156223506199,12.0,200.0,171.55945018956504,0.002509466482345393,-164.80854025630663,15.790598606764146,0.07234673281661512
68218.0,0.19022072051872685,-4.149483930204358,176.74526812371602,Clouds,5.158824134229807,12.0,748.4386264243687,12.000154428591193,12.0,200.0,171.5145320040044,0.0024965225323459227,-164.74862279327513,15.850516069795642,0.07191198548182298
68219.0,0.1885944272613282,-4.090222572325317,176.6860463840339,Clouds,5.144655528589299,12.0,744.6033205171851,12.000152605506248,12.0,200.0,171.46990751481252,0.0024837293288985447,-164.6893614353961,15.909777427674683,0.07148334063207683
68220.0,0.186984151912079,-4.031632482488986,176.62749652951607,Clouds,5.130844938893137,12.0,740.813914128676,12.000150754006597,12.0,200.0,171.42559075812107,0.002471089229765333,-164.63077134555976,15.968367517511012,0.07106083250184271
68221.0,0.18539050897435205,-3.973729005680605,176.5696339101996,Clouds,5.117393370893597,12.0,737.0711200820964,12.000148873858977,12.0,200.0,171.38159604300228,0.0024586046126687296,-164.57286786875142,16.026270994319397,0.07064449630372173
68222.0,0.1838141131269419,-3.916527652501291,176.51247404147773,Clouds,5.104301726417857,12.0,733.3756568494457,12.000146964842058,12.0,200.0,171.33793794686238,0.002446277874173358,-164.5156665155721,16.08347234749871,0.0702343681975129
68223.0,0.18225557845222728,-3.8600440829850653,176.4560325878819,Clouds,5.091570791219223,12.0,729.728248302171,12.00014502674805,12.0,200.0,171.29463131139477,0.002434111428854461,-164.45918294605588,16.139955917014934,0.06983048526793023
68224.0,0.18071551757742116,-3.8042940869436532,176.4003253434231,Clouds,5.079201221669003,12.0,726.1296233098899,12.000143059382863,12.0,200.0,171.25169123626625,0.002422107707959384,-164.40343295001443,16.195705913056347,0.0694328854878322
68225.0,0.17919454082792946,-3.749293564364441,176.34536821196033,Clouds,5.067193531092253,12.0,722.5805154133318,12.000141062567462,12.0,200.0,171.20913307317863,0.0024102691583166237,-164.34843242743523,16.250706435635557,0.06904160768944817
68226.0,0.17769325533282843,-3.6950585036124712,176.29117718538527,Clouds,5.055548075242524,12.0,719.081662430184,12.000139036138668,12.0,200.0,171.16697241861345,0.0023985982410210734,-164.29419736668325,16.304941496387528,0.0686566915293162
68227.0,0.1762122641037966,-3.6416049581398315,176.23776832030813,Clouds,5.044265037084207,12.0,715.6338060394513,12.000136979950248,12.0,200.0,171.12522510577347,0.0023870974300475942,-164.24074382121063,16.35839504186017,0.0682781774504673
68228.0,0.17475216510239477,-3.588949022167232,176.18515771372844,Clouds,5.033344411000562,12.0,712.237691375623,12.0001348938734,12.0,200.0,171.08390719607954,0.0023757692108973033,-164.18808788523802,16.41105097783277,0.06790610664834967
68229.0,0.17331355025179807,-3.537106803682788,176.13336147599497,Clouds,5.022785986084567,12.0,708.8940665241641,12.000132777798546,12.0,200.0,171.0430349688863,0.002364616078914714,-164.13624566675355,16.46289319631721,0.06754052102412299
68230.0,0.17189700446946593,-3.486094397447768,176.08239570380817,Clouds,5.012589329125811,12.0,705.6036820943908,12.000130631635491,12.0,200.0,171.00262491153288,0.002353640537863,-164.08523326051858,16.51390560255223,0.06718146314948346
68231.0,0.17050310464409907,-3.4359278551768027,176.03227645036836,Clouds,5.002753766721053,12.0,702.3672906819936,12.000128455314892,12.0,200.0,170.9626937074287,0.0023428450981311665,-164.03506671824758,16.564072144823196,0.0668289762185962
68232.0,0.16913241861237377,-3.3866231548293273,175.98301969464828,Clouds,4.993278366969778,12.0,699.1856463463199,12.00012624878913,12.0,200.0,170.92325822367587,0.002332232274990453,-163.9857620179001,16.61337684517067,0.06648310400258454
68233.0,0.16778550410822268,-3.338196167970388,175.93464130872988,Clouds,4.984161920600351,12.0,696.0595040304755,12.00012401203341,12.0,200.0,170.8843354973306,0.0023218045866600003,-163.93733503104116,16.661803832029612,0.06614389079891743
68234.0,0.16646290775357436,-3.2906626276223583,175.88715702564537,Clouds,4.975402922060043,12.0,692.9896190773761,12.000121745046274,12.0,200.0,170.84594272219522,0.00231156455269257,-163.88980149069315,16.709337372377643,0.06581138139008692
68235.0,0.16516516392955438,-3.244038090769269,175.84058240184137,Clouds,4.966999549548348,12.0,689.9767464558386,12.000119447851421,12.0,200.0,170.80809723131753,0.0023015146913930654,-163.84317695384004,16.75596190923073,0.06548562097547966
68236.0,0.16389279379361948,-3.1983379050124014,175.79493278383225,Clouds,4.958949645889508,12.0,687.0216403076187,12.000117120497839,12.0,200.0,170.77081648280904,0.0022916575183076107,-163.7974767680832,16.8016620949876,0.06516665513370287
68237.0,0.16264630416579856,-3.1535771693900854,175.7502232689862,Clouds,4.9512506984919495,12.0,684.1250531566167,12.000114763061342,12.0,200.0,170.734118040742,0.002281995543585745,-163.75271603246088,16.846422830609914,0.06485452975220239
68238.0,0.16142618070952441,-3.1097706990693257,175.70646867020972,Clouds,4.9438998203044715,12.0,681.2877354010932,12.000112375644905,12.0,200.0,170.69801955891808,0.0022725312702866368,-163.70890956214012,16.890229300930674,0.06454929098718834
68239.0,0.160232909693874,-3.0669329829108314,175.66368347347486,Clouds,4.936893729994788,12.0,678.5104343612234,12.000109958380415,12.0,200.0,170.6625387583046,0.002263267191202066,-163.66607184598163,16.93306701708917,0.0642509851754327
68240.0,0.1590669434571133,-3.025078149215947,175.621881803568,Clouds,4.930228734159174,12.0,675.7938938635324,12.000107511428569,12.0,200.0,170.62769341060263,0.0022542057874702518,-163.62421701228672,16.974921850784053,0.06395965880617259
68241.0,0.1579287212584471,-2.9842199208020226,175.5810773791231,Clouds,4.9239007085988975,12.0,673.1388531188363,12.000105034980827,12.0,200.0,170.59350131210888,0.002245349524833064,-163.5833587838728,17.015780079197977,0.06367535841533534
68242.0,0.1568186631555632,-2.944371583664598,175.54128348129638,Clouds,4.917905082853485,12.0,670.5460464556298,12.000102529258843,12.0,200.0,170.55998026786943,0.002236700852746702,-163.54351044673538,17.055628416335402,0.06339813057343631
68243.0,0.1557371689108134,-2.905545941452009,175.5025129081975,Clouds,4.912236823791477,12.0,668.0162020778466,12.000099994516448,12.0,200.0,170.52714806263637,0.002228262200238028,-163.50468480452278,17.09445405854799,0.06312802176967161
68244.0,0.15468461722178295,-2.867755280458451,175.46477793987805,Clouds,4.9068904224762555,12.0,665.5500414353922,12.00009743103989,12.0,200.0,170.49502243904124,0.002220035973804892,-163.46689414352923,17.13224471954155,0.06286507836057575
68245.0,0.15366136499577016,-2.8310113351131054,175.42809030381238,Clouds,4.901859882942275,12.0,663.1482785303733,12.000094839148188,12.0,200.0,170.4636210743559,0.0022120245551019613,-163.43015019818387,17.168988664886896,0.06260934651422495
68246.0,0.15266774657694904,-2.795325250745969,175.39246113764247,Clouds,4.89713871280743,12.0,660.811618920801,12.000092219194125,12.0,200.0,170.4329615527152,0.002204230297617431,-163.39446411381675,17.204674749254032,0.0623608721198395
68247.0,0.1517040731510827,-2.7607075517712687,175.35790095735274,Clouds,4.892719917240033,12.0,658.5407589262603,12.000089571564626,12.0,200.0,170.40306133939052,0.0021966555240234237,-163.35984641484205,17.23929244822873,0.062119700722183396
68248.0,0.15077063219455722,-2.727168110583405,175.3244196261538,Clouds,4.88859599596828,12.0,656.3363846976254,12.00008689668134,12.0,200.0,170.37393775274668,0.002189302523072897,-163.3263069736542,17.272831889416594,0.061885877438821235
68249.0,0.14986768718100696,-2.6947161249173806,175.2920263318461,Clouds,4.884758944673665,12.0,654.199171630892,12.000084195000488,12.0,200.0,170.34560794025498,0.0021821735476443907,-163.29385498798817,17.30528387508262,0.06165944691745127
68250.0,0.1489954770783425,-2.6633600869841114,175.26072955592895,Clouds,4.881200259101227,12.0,652.1297829923097,12.000081467014068,12.0,200.0,170.31808884362198,0.0021752708101559705,-163.2624989500549,17.336639913015887,0.061440453205727524
68251.0,0.14815421636489684,-2.6331077706727886,175.23053706081623,Clouds,4.877910945490309,12.0,650.1288694578059,12.000078713249254,12.0,200.0,170.29139717560332,0.002168596481028905,-163.23224663374359,17.36689222932721,0.06122893972256822
68252.0,0.14734409502210122,-2.6039662174409384,175.20145587572347,Clouds,4.874881535242375,12.0,648.197068258959,12.000075934268532,12.0,200.0,170.26554939129733,0.0021621526858389447,-163.2031050805117,17.396033782559062,0.061024949183789076
68253.0,0.146565278458825,-2.575941719384482,175.17349227972116,Clouds,4.872102104229695,12.0,646.3350017985538,12.000073130670478,12.0,200.0,170.24056165201682,0.0021559415006983055,-163.17508058245525,17.42405828061552,0.06082852347463494
68254.0,0.14581790804447875,-2.5490398239679948,175.1466518064866,Clouds,4.86956229961959,12.0,644.5432773366141,12.000070303088759,12.0,200.0,170.2164498032334,0.0021499649512083927,-163.14817868703875,17.450960176032005,0.06063970363360249
68255.0,0.14510210143386487,-2.5232653311529147,175.1209392414249,Clouds,4.867251371365498,12.0,642.8224857767149,12.000067452192475,12.0,200.0,170.19322934031695,0.0021442250084113684,-163.1224041942237,17.476734668847087,0.0604585297424676
68256.0,0.14441795323980006,-2.4986223030475103,175.09635863132877,Clouds,4.865158210731263,12.0,641.173200869151,12.000064578685713,12.0,200.0,170.17091537973826,0.0021387235861322134,-163.0977611661183,17.50137769695249,0.06028504085925408
68257.0,0.1437655358102915,-2.4751140774497733,175.07291329792648,Clouds,4.863271395112946,12.0,639.595978239836,12.00006168330731,12.0,200.0,170.14952262788023,0.0021334625377394784,-163.07425294052055,17.524885922550226,0.0601192749332944
