Times,BER,EbNo,Prop_Loss,Weather,Rain_Loss,EIRP,Range,Rcvd_Frequency,g_over_T,Bandwidth,Free_Space_Loss,Propagation_Delay,Rcvd_Iso_Power,C/No,Atmos Loss
80440.088,0.18880093594250646,-4.097742629838001,176.69403926813854,Rain,4.515713900521417,12.0,799.990150670904,12.000130846467066,12.0,200.0,172.09310094428452,0.002668479907759734,-164.69688149290877,15.902257370161998,0.08522442333259941
80441.0,0.18758828673065758,-4.053604078950214,176.64993887175572,Rain,4.504200450362497,12.0,797.0288995469473,12.000129090529002,12.0,200.0,172.06088951896947,0.002658602237241563,-164.652742942021,15.946395921049785,0.08484890242373758
80442.0,0.18627429570133808,-4.005830794167618,176.60220791415975,Rain,4.491825765622895,12.0,793.828171950039,12.000127142538673,12.0,200.0,172.02593829088116,0.002647925759193178,-164.60496965723843,15.99416920583238,0.08444385765569662
80443.0,0.18497712634574565,-3.9587218482707143,176.5551418095735,Rain,4.479712218578491,12.0,790.6764057168668,12.00012517086789,12.0,200.0,171.9913837302225,0.0026374125986747365,-164.5578607113415,16.041278151729287,0.08404586077252985
80444.0,0.18369722174886138,-3.912288986482402,176.50875230333935,Rain,4.4678596876433705,12.0,787.5741924539237,12.000123175510456,12.0,200.0,171.95723767411567,0.0026270647290730833,-164.5114278495532,16.0877110135176,0.0836549415802681
80445.0,0.18243502233568964,-3.86654399290236,176.46305117935805,Rain,4.4562679974070605,12.0,784.5221239466907,12.000121156474815,12.0,200.0,171.92351205151766,0.0026168841243721036,-164.46568285597317,16.13345600709764,0.08327113043330871
80446.0,0.18119096537917273,-3.821498677071478,176.418050246637,Rain,4.444936915954617,12.0,781.5207915870236,12.000119113784805,12.0,200.0,171.89021887250942,0.002606872757242691,-164.42063754014228,16.17850132292852,0.08289445817294919
80447.0,0.17996548439990662,-3.777164856266617,176.37376132156413,Rain,4.43386615138217,12.0,778.5707855265555,12.000117047480614,12.0,200.0,171.8573702141508,0.0025970325962188,-164.3763037193374,16.222835143733384,0.08252495603116555
80448.0,0.1787590092163278,-3.7335543609325055,176.33019623335275,Rain,4.423055354326048,12.0,775.6726953842988,12.000114957618186,12.0,200.0,171.8249782232952,0.002587365608057754,-164.33269322400326,16.266445639067495,0.08216265573150383
80449.0,0.17757196507906997,-3.6906790065463597,176.28736679587126,Rain,4.412504112338424,12.0,772.8271087186191,12.000112844270829,12.0,200.0,171.79305509422528,0.0025778737526433006,-164.28981786961714,16.30932099345364,0.08180758930756869
80450.0,0.1764047724482969,-3.6485505883159903,176.2452848023402,Rain,4.402211950253332,12.0,770.0346110318721,12.000110707529267,12.0,200.0,171.76161306296964,0.0025685589830010736,-164.24768945138678,16.35144941168401,0.08145978911721624
80451.0,0.17525784670231564,-3.607180872909,176.20396201705609,Rain,4.392178330038823,12.0,767.295785579719,12.000108547501881,12.0,200.0,171.7306643991873,0.0025594232446625423,-164.20631973597978,16.392819127091002,0.0811192878299495
80452.0,0.17413159760063296,-3.5665815808415684,176.16341015776334,Rain,4.3824026486566305,12.0,764.6112125627192,12.000106364315494,12.0,200.0,171.7002213907679,0.002550468472968453,-164.16572044391233,16.433418419158432,0.08078611833882178
80453.0,0.1730264289517004,-3.5267643757669265,176.12364088493518,Rain,4.372884237916418,12.0,761.9814687797576,12.000104158115718,12.0,200.0,171.6702963332878,0.002541696591912788,-164.12590323883774,16.473235624233073,0.0804603137309241
80454.0,0.17194273824096856,-3.4877408518242707,176.08466578911361,Rain,4.363622364162751,12.0,759.4071271532046,12.000101929067363,12.0,200.0,171.64090151771006,0.002533109512558867,-164.08687971489508,16.51225914817573,0.08014190724080329
80455.0,0.17088091626966745,-3.4495225208599307,176.04649637812244,Rain,4.3546162282539,12.0,756.8887562445925,12.000099677354815,12.0,200.0,171.61204921766387,0.0025247091314238215,-164.04866138393072,16.55047747914007,0.07983093220465534
80456.0,0.1698413467461316,-3.4121207974214514,176.00914406205035,Rain,4.345864965350122,12.0,754.4269196211422,12.000097403182547,12.0,200.0,171.5837516747048,0.002516497328365553,-164.01125966049224,16.58787920257855,0.07952742199544482
80457.0,0.16882440612193977,-3.3755469920358188,175.97262014652986,Rain,4.337367646979942,12.0,752.0221757654449,12.000095106775087,12.0,200.0,171.5560210895242,0.002508475966281463,-163.97468585510663,16.62445300796418,0.07923141002573525
80458.0,0.1678304630969638,-3.3398122920490385,175.9369358135618,Rain,4.329123280535453,12.0,749.6750771574466,12.000092788377708,12.0,200.0,171.52886960337796,0.002500646888046285,-163.9389511551198,16.66018770795096,0.07894292964841594
80459.0,0.1668598783660073,-3.3049277506394037,175.9021021105258,Rain,4.3211308110480475,12.0,747.3861698896302,12.000090448256564,12.0,200.0,171.50230928535365,0.0024930119152284684,-163.9040666137102,16.695072249360596,0.07866201412410337
80460.0,0.16591300426059558,-3.270904271544817,175.8681299348996,Rain,4.313389122331425,12.0,745.1559929908159,12.000088086699055,12.0,200.0,171.47635211601573,0.0024855728458346204,-163.8700431346156,16.729095728455185,0.07838869655245743
80461.0,0.16499018466036003,-3.2377526029714976,175.83503002817065,Rain,4.3058970405745765,12.0,742.9850783434395,12.000085704013703,12.0,200.0,171.45100997771954,0.002478331454033575,-163.8368914660423,16.762247397028503,0.0781230098765308
80462.0,0.16409175461136433,-3.205483320476646,175.80281295871026,Rain,4.2986533357715775,12.0,740.8739498627374,12.000083300530536,12.0,200.0,171.42629463614202,0.002471289487418451,-163.80462218354745,16.79451667952335,0.07786498679665968
80463.0,0.16321803987883216,-3.1741068070247342,175.77148910181947,Rain,4.291656722930178,12.0,738.8231224782412,12.000080876601574,12.0,200.0,171.4022177192278,0.00246444866360928,-163.77324567009552,16.825893192975265,0.07761465966151385
80464.0,0.16236935704740252,-3.14363325225028,175.7410686390026,Rain,4.284905867933192,12.0,736.8331023620677,12.000078432600338,12.0,200.0,171.37879071055994,0.0024578106710145048,-163.74277211532106,16.85636674774972,0.07737206050948348
80465.0,0.1615460133269333,-3.114072640705068,175.71156154621374,Rain,4.2783993912390565,12.0,734.9043864152802,12.000075968921884,12.0,200.0,171.3560249339522,0.0024513771671176602,-163.71321150377585,16.885927359294932,0.07713722102249532
80466.0,0.16074829983128613,-3.0854347248649363,175.68297756684817,Rain,4.272135868608499,12.0,733.0374607398178,12.000073485983503,12.0,200.0,171.33393152588718,0.0024451497733802823,-163.68457358793574,16.914565275135065,0.07691017235251871
80467.0,0.1599765160293768,-3.0577290309102683,175.6553262175423,Rain,4.266113839370879,12.0,731.2328012395948,12.000070984223841,12.0,200.0,171.3125214329598,0.002439130077246956,-163.65686789398103,16.942270969089734,0.07669094521160076
80468.0,0.15923093358839002,-3.03096483736911,175.6286167668084,Rain,4.2603318090352245,12.0,729.4908724237515,12.000068464103276,12.0,200.0,171.291805388034,0.0024333196281533923,-163.63010370043992,16.969035162630888,0.07647956973917308
80469.0,0.15851181981547835,-3.005151166609512,175.60285822653293,Rain,4.254788255019343,12.0,727.8121270320825,12.00006592610365,12.0,200.0,171.27179389604126,0.002427719936276991,-163.6042900296803,16.99484883339049,0.07627607547229161
80470.0,0.1578194316670256,-2.9802967714526614,175.57805933859197,Rain,4.249481631601689,12.0,726.197005320684,12.000063370728164,12.0,200.0,171.25249721571777,0.0024223324701540157,-163.57943563452346,17.01970322854734,0.07608049127251726
80471.0,0.1571540159591734,-2.9564101359737167,175.5542285756675,Rain,4.244410378133631,12.0,724.6459352530926,12.00006079850067,12.0,200.0,171.2339253521701,0.002417158657317165,-163.5555489990445,17.043589864026284,0.07589284536375371
80472.0,0.15651580875130627,-2.9334994464133635,175.53137411214817,Rain,4.239572921121428,12.0,723.1593307191646,12.000058209966163,12.0,200.0,171.21608802589623,0.0024121998783543934,-163.53263830948413,17.066500553586636,0.07571316513052607
80473.0,0.15590503582470644,-2.9115726012432166,175.50950383422025,Rain,4.234967684802509,12.0,721.7375922891206,12.000055605689619,12.0,200.0,171.19899467219554,0.0024074574694241324,-163.510711464314,17.088427398756785,0.0755414772222296
80474.0,0.15532191224531028,-2.8906371882364903,175.48862531693518,Rain,4.230593094887682,12.0,720.3811057939264,12.000052986256124,12.0,200.0,171.1826544146518,0.002402932717519953,-163.48977605130727,17.10936281176351,0.07537780739571474
80475.0,0.1547666427382074,-2.870700490608063,175.4687458303724,Rain,4.226447588515274,12.0,719.0902427811573,12.000050352269843,12.0,200.0,171.16707606127446,0.002398626861991162,-163.46983935367885,17.129299509391938,0.0752221805826799
80476.0,0.15423942109693034,-2.8517694584739806,175.44987231109243,Rain,4.222529617050816,12.0,717.8653586924224,12.000047704354307,12.0,200.0,171.1522680733587,0.0023945410884633474,-163.45090832154477,17.14823054152602,0.07507462068289818
80477.0,0.15374043075762917,-2.8338507221522797,175.43201137546873,Rain,4.218837657597314,12.0,716.7067937481958,12.000045043150987,12.0,200.0,171.13823856718884,0.0023906765317898548,-163.43298958522308,17.16614927784772,0.07493515068258864
80478.0,0.1532698444778937,-2.8169505733805913,175.4151693009086,Rain,4.215370217823919,12.0,715.6148717260262,12.000042369319157,12.0,200.0,171.12499529056475,0.0023870342719763357,-163.4160894364514,17.18304942661941,0.07480379251988653
80479.0,0.15282782435015752,-2.801074958653633,175.39935201920585,Rain,4.2121258432457225,12.0,714.5898995133555,12.000039683535169,12.0,200.0,171.1125456089184,0.002383615332689108,-163.4002138217244,17.198925041346367,0.07468056704170982
80480.0,0.15241452209364653,-2.786229482718662,175.38456512006005,Rain,4.209103126427511,12.0,713.6321673065291,12.000036986491393,12.0,200.0,171.10089649959363,0.0023804206819189864,-163.38536834578946,17.213770517281336,0.07456549403889413
80481.0,0.15203007883075625,-2.7724193937507824,175.37081383626114,Rain,4.206300712275766,12.0,712.7419476064753,12.000034278895765,12.0,200.0,171.0900545318498,0.002377451228631226,-163.37155825682157,17.22758060624922,0.0744585921355671
80482.0,0.15167462521641878,-2.759649581443786,175.3581030418016,Rain,4.203717305731653,12.0,711.9194950442534,12.000031561470815,12.0,200.0,171.08002585729213,0.002374707822183617,-163.35878844451457,17.240350418556215,0.07435987877782016
80483.0,0.15134828148616652,-2.7479245724608807,175.34643724734593,Rain,4.201351678631642,12.0,711.1650460266559,12.0000288349528,12.0,200.0,171.0708161985133,0.0023721912511443363,-163.34706343553165,17.25207542753912,0.07426937020099235
80484.0,0.15105115741345698,-2.7372485229434695,175.33582059275733,Rain,4.199202675643304,12.0,710.4788181845342,12.0000261000909,12.0,200.0,171.06243083574248,0.0023699022414517654,-163.33638738601425,17.26275147705653,0.07418708137155647
80485.0,0.15078335274060123,-2.7276252283932996,175.32625685701092,Rain,4.197269223266865,12.0,709.861010945131,12.000023357645755,12.0,200.0,171.05487460768012,0.0023678414583235816,-163.3267640914641,17.2723747716067,0.07411302606392214
80486.0,0.15054495657197153,-2.7190580966576,175.31774943118333,Rain,4.195550331033349,12.0,709.3118037069432,12.000020608389294,12.0,200.0,171.04815188350133,0.0023660095001687576,-163.3181969597284,17.2809419033424,0.07404721664864168
80487.0,0.15033604799287142,-2.7115501653778553,175.31030133593927,Rain,4.1940451010744475,12.0,708.8313569010438,12.000017853102975,12.0,200.0,171.0422665706379,0.0023644069021277504,-163.31068902844865,17.288449834622146,0.07398966422692928
80488.0,0.15015669613349258,-2.7051040999545393,175.30391521951927,Rain,4.192752733245324,12.0,708.4198117891218,12.000015092576735,12.0,200.0,171.0372221076624,0.0023630341353988358,-163.30424296302533,17.29489590004546,0.07394037861152555
80489.0,0.1500069596247265,-2.6997221701319325,175.2985933343341,Rain,4.191672525449175,12.0,708.0772888786552,12.000012327608545,12.0,200.0,171.03302144074203,0.0023618916019516913,-163.29886103320274,17.300277829868065,0.07389936814291585
80490.0,0.1498868873313105,-2.6954062729942887,175.29433756000265,Rain,4.190803882519236,12.0,707.8038893545197,12.000009559002496,12.0,200.0,171.02966703761868,0.0023609796393027327,-163.29454513606507,17.304593727005713,0.07386663986471491
